year,hires,terminations,net_change,net_change_precent
2007,6,0,6,100.00
2007,2,0,2,100.00
2007,4,0,4,100.00
2007,2,0,2,100.00
2007,1,0,1,100.00
2007,1,0,1,100.00
2007,1,0,1,100.00
2007,1,0,1,100.00
2007,2,0,2,100.00
2007,4,0,4,100.00
2007,3,0,3,100.00
2007,3,0,3,100.00
2007,3,0,3,100.00
2007,2,0,2,100.00
2007,5,1,4,80.00
2007,4,0,4,100.00
2007,2,0,2,100.00
2007,3,2,1,33.33
2007,5,2,3,60.00
2007,4,1,3,75.00
2007,4,2,2,50.00
2007,2,0,2,100.00
2007,7,0,7,100.00
2007,2,0,2,100.00
2007,5,0,5,100.00
2007,2,0,2,100.00
2007,4,0,4,100.00
2007,4,0,4,100.00
2007,2,0,2,100.00
2007,5,2,3,60.00
2007,3,1,2,66.67
2007,6,3,3,50.00
2007,4,2,2,50.00
2007,6,0,6,100.00
2007,1,0,1,100.00
2007,3,0,3,100.00
2007,2,1,1,50.00
2007,5,1,4,80.00
2007,6,0,6,100.00
2007,3,1,2,66.67
2007,4,1,3,75.00
2007,2,1,1,50.00
2007,3,1,2,66.67
2007,4,0,4,100.00
2007,2,0,2,100.00
2007,4,1,3,75.00
2007,2,1,1,50.00
2007,4,2,2,50.00
2007,3,0,3,100.00
2007,5,1,4,80.00
2007,6,0,6,100.00
2007,4,1,3,75.00
2007,4,1,3,75.00
2007,3,0,3,100.00
2007,6,2,4,66.67
2007,5,0,5,100.00
2007,2,0,2,100.00
2007,3,0,3,100.00
2007,3,1,2,66.67
2007,3,0,3,100.00
2007,7,3,4,57.14
2007,3,0,3,100.00
2007,5,2,3,60.00
2007,5,1,4,80.00
2007,7,0,7,100.00
2007,3,0,3,100.00
2007,3,0,3,100.00
2007,4,0,4,100.00
2007,8,1,7,87.50
2007,2,0,2,100.00
2007,4,1,3,75.00
2007,4,1,3,75.00
2007,3,0,3,100.00
2007,6,0,6,100.00
2007,4,1,3,75.00
2007,2,0,2,100.00
2007,3,0,3,100.00
2007,2,0,2,100.00
2007,1,0,1,100.00
2007,4,1,3,75.00
2007,3,0,3,100.00
2007,8,1,7,87.50
2007,6,0,6,100.00
2007,3,0,3,100.00
2007,5,1,4,80.00
2007,1,0,1,100.00
2007,3,0,3,100.00
2007,2,1,1,50.00
2007,2,0,2,100.00
2007,4,1,3,75.00
2007,2,0,2,100.00
2007,4,1,3,75.00
2007,5,0,5,100.00
2007,7,1,6,85.71
2007,5,0,5,100.00
2007,4,1,3,75.00
2007,3,0,3,100.00
2007,4,1,3,75.00
2007,6,0,6,100.00
2007,4,0,4,100.00
2007,3,0,3,100.00
2007,2,0,2,100.00
2007,2,0,2,100.00
2007,2,0,2,100.00
2007,2,0,2,100.00
2007,4,0,4,100.00
2007,8,0,8,100.00
2007,2,0,2,100.00
2007,5,1,4,80.00
2007,3,0,3,100.00
2007,4,0,4,100.00
2007,4,1,3,75.00
2007,3,0,3,100.00
2007,2,0,2,100.00
2007,2,0,2,100.00
2007,3,2,1,33.33
2007,4,0,4,100.00
2007,4,0,4,100.00
2007,1,0,1,100.00
2007,4,2,2,50.00
2007,5,3,2,40.00
2007,5,1,4,80.00
2007,2,1,1,50.00
2007,2,0,2,100.00
2007,2,0,2,100.00
2007,1,1,0,0.00
2007,4,0,4,100.00
2007,1,0,1,100.00
2007,2,0,2,100.00
2007,2,1,1,50.00
2007,1,0,1,100.00
2007,2,2,0,0.00
2007,6,1,5,83.33
2007,1,1,0,0.00
2007,2,0,2,100.00
2007,7,1,6,85.71
2007,1,0,1,100.00
2007,2,0,2,100.00
2007,6,0,6,100.00
2007,3,0,3,100.00
2007,4,0,4,100.00
2007,4,0,4,100.00
2007,3,0,3,100.00
2007,4,0,4,100.00
2007,3,0,3,100.00
2007,5,1,4,80.00
2007,5,2,3,60.00
2007,5,2,3,60.00
2007,5,1,4,80.00
2007,3,2,1,33.33
2007,6,0,6,100.00
2007,3,1,2,66.67
2007,3,1,2,66.67
2007,4,1,3,75.00
2007,4,0,4,100.00
2007,2,0,2,100.00
2007,1,0,1,100.00
2007,1,0,1,100.00
2007,3,0,3,100.00
2007,5,1,4,80.00
2007,4,0,4,100.00
2007,3,0,3,100.00
2007,4,0,4,100.00
2007,2,0,2,100.00
2007,2,0,2,100.00
2007,3,0,3,100.00
2007,3,2,1,33.33
2007,6,2,4,66.67
2007,6,1,5,83.33
2007,6,1,5,83.33
2007,2,1,1,50.00
2007,1,0,1,100.00
2007,5,0,5,100.00
2007,3,1,2,66.67
2007,7,2,5,71.43
2007,4,1,3,75.00
2007,2,0,2,100.00
2007,3,0,3,100.00
2007,5,1,4,80.00
2007,3,2,1,33.33
2007,1,0,1,100.00
2007,5,1,4,80.00
2007,4,1,3,75.00
2007,3,0,3,100.00
2007,4,0,4,100.00
2007,2,0,2,100.00
2007,4,1,3,75.00
2007,2,0,2,100.00
2007,6,0,6,100.00
2007,3,0,3,100.00
2007,2,1,1,50.00
2007,5,1,4,80.00
2007,1,0,1,100.00
2007,4,1,3,75.00
2007,2,0,2,100.00
2007,3,0,3,100.00
2007,5,0,5,100.00
2007,2,0,2,100.00
2007,1,0,1,100.00
2007,4,2,2,50.00
2007,3,0,3,100.00
2007,2,0,2,100.00
2007,3,0,3,100.00
2007,2,2,0,0.00
2007,3,1,2,66.67
2007,1,1,0,0.00
2007,2,0,2,100.00
2007,1,0,1,100.00
2007,3,0,3,100.00
2007,3,0,3,100.00
2007,3,0,3,100.00
2007,1,0,1,100.00
2007,1,1,0,0.00
2007,2,0,2,100.00
2007,3,0,3,100.00
2007,2,0,2,100.00
2007,3,0,3,100.00
2007,5,1,4,80.00
2007,1,0,1,100.00
2007,4,1,3,75.00
2007,4,1,3,75.00
2007,3,0,3,100.00
2007,3,1,2,66.67
2007,2,0,2,100.00
2007,2,0,2,100.00
2007,2,1,1,50.00
2007,2,0,2,100.00
2007,3,0,3,100.00
2007,2,1,1,50.00
2007,4,0,4,100.00
2007,4,0,4,100.00
2007,1,0,1,100.00
2007,4,1,3,75.00
2007,3,0,3,100.00
2007,5,1,4,80.00
2007,1,0,1,100.00
2007,1,0,1,100.00
2007,4,1,3,75.00
2007,3,0,3,100.00
2007,3,1,2,66.67
2007,3,0,3,100.00
2007,7,1,6,85.71
2007,2,1,1,50.00
2007,3,2,1,33.33
2007,3,0,3,100.00
2007,1,0,1,100.00
2007,2,0,2,100.00
2007,2,0,2,100.00
2007,4,1,3,75.00
2007,3,0,3,100.00
2007,1,0,1,100.00
2007,1,0,1,100.00
2007,3,0,3,100.00
2007,4,1,3,75.00
2007,1,0,1,100.00
2007,3,2,1,33.33
2007,3,0,3,100.00
2007,2,0,2,100.00
2007,4,0,4,100.00
2007,3,0,3,100.00
2007,3,0,3,100.00
2007,3,1,2,66.67
2007,5,0,5,100.00
2007,3,0,3,100.00
2007,3,0,3,100.00
2007,2,0,2,100.00
2007,4,0,4,100.00
2007,1,0,1,100.00
2007,2,0,2,100.00
2007,4,0,4,100.00
2007,4,0,4,100.00
2007,3,0,3,100.00
2007,2,0,2,100.00
2007,2,1,1,50.00
2007,2,0,2,100.00
2007,2,1,1,50.00
2007,1,0,1,100.00
2007,3,0,3,100.00
2007,3,1,2,66.67
2007,3,0,3,100.00
2007,4,0,4,100.00
2007,2,1,1,50.00
2007,2,0,2,100.00
2007,2,1,1,50.00
2007,1,0,1,100.00
2007,2,1,1,50.00
2007,2,1,1,50.00
2007,4,1,3,75.00
2007,3,0,3,100.00
2007,1,0,1,100.00
2007,1,0,1,100.00
2007,2,0,2,100.00
2007,1,0,1,100.00
2007,2,1,1,50.00
2007,2,0,2,100.00
2007,2,0,2,100.00
2007,1,0,1,100.00
2007,3,1,2,66.67
2007,4,1,3,75.00
2007,2,0,2,100.00
2007,1,0,1,100.00
2007,1,0,1,100.00
2007,1,0,1,100.00
2007,2,0,2,100.00
2007,1,0,1,100.00
2007,2,1,1,50.00
2007,1,0,1,100.00
2007,1,0,1,100.00
2007,2,0,2,100.00
2007,2,1,1,50.00
2007,1,1,0,0.00
2007,1,0,1,100.00
2007,1,0,1,100.00
2007,3,0,3,100.00
2007,2,0,2,100.00
2007,2,0,2,100.00
2007,1,0,1,100.00
2007,2,1,1,50.00
2007,3,1,2,66.67
2007,2,0,2,100.00
2007,1,0,1,100.00
2007,1,0,1,100.00
2007,1,1,0,0.00
2007,1,0,1,100.00
2007,1,0,1,100.00
2007,2,0,2,100.00
2007,2,1,1,50.00
2007,1,0,1,100.00
2007,2,1,1,50.00
2007,1,0,1,100.00
2007,2,1,1,50.00
2007,1,0,1,100.00
2007,1,1,0,0.00
2007,1,0,1,100.00
2007,1,0,1,100.00
2007,1,1,0,0.00
2007,1,0,1,100.00
2007,1,0,1,100.00
2007,1,0,1,100.00
2008,4,0,4,100.00
2008,2,1,1,50.00
2008,1,0,1,100.00
2008,2,0,2,100.00
2008,2,1,1,50.00
2008,2,1,1,50.00
2008,2,0,2,100.00
2008,1,0,1,100.00
2008,1,0,1,100.00
2008,1,0,1,100.00
2008,3,0,3,100.00
2008,3,0,3,100.00
2008,4,1,3,75.00
2008,1,0,1,100.00
2008,1,0,1,100.00
2008,2,0,2,100.00
2008,3,1,2,66.67
2008,2,0,2,100.00
2008,1,0,1,100.00
2008,2,1,1,50.00
2008,4,1,3,75.00
2008,2,1,1,50.00
2008,1,0,1,100.00
2008,4,0,4,100.00
2008,3,0,3,100.00
2008,3,0,3,100.00
2008,2,0,2,100.00
2008,3,0,3,100.00
2008,3,1,2,66.67
2008,1,1,0,0.00
2008,2,0,2,100.00
2008,3,0,3,100.00
2008,1,0,1,100.00
2008,1,0,1,100.00
2008,2,0,2,100.00
2008,1,0,1,100.00
2008,2,0,2,100.00
2008,1,0,1,100.00
2008,2,1,1,50.00
2008,3,0,3,100.00
2008,2,0,2,100.00
2008,2,0,2,100.00
2008,2,1,1,50.00
2008,2,0,2,100.00
2008,1,0,1,100.00
2008,3,1,2,66.67
2008,3,2,1,33.33
2008,2,1,1,50.00
2008,1,0,1,100.00
2008,1,1,0,0.00
2008,1,0,1,100.00
2008,1,0,1,100.00
2008,1,0,1,100.00
2008,2,0,2,100.00
2008,1,0,1,100.00
2008,2,0,2,100.00
2008,6,1,5,83.33
2008,4,0,4,100.00
2008,1,0,1,100.00
2008,5,1,4,80.00
2008,2,0,2,100.00
2008,1,0,1,100.00
2008,2,0,2,100.00
2008,4,0,4,100.00
2008,1,1,0,0.00
2008,5,0,5,100.00
2008,5,0,5,100.00
2008,4,1,3,75.00
2008,3,1,2,66.67
2008,3,0,3,100.00
2008,6,1,5,83.33
2008,3,0,3,100.00
2008,3,0,3,100.00
2008,4,1,3,75.00
2008,3,1,2,66.67
2008,3,0,3,100.00
2008,3,0,3,100.00
2008,3,1,2,66.67
2008,3,1,2,66.67
2008,5,0,5,100.00
2008,6,1,5,83.33
2008,4,0,4,100.00
2008,7,0,7,100.00
2008,3,1,2,66.67
2008,2,1,1,50.00
2008,1,0,1,100.00
2008,5,1,4,80.00
2008,3,1,2,66.67
2008,4,0,4,100.00
2008,3,0,3,100.00
2008,6,0,6,100.00
2008,7,1,6,85.71
2008,6,0,6,100.00
2008,2,0,2,100.00
2008,2,0,2,100.00
2008,7,1,6,85.71
2008,7,1,6,85.71
2008,2,1,1,50.00
2008,3,1,2,66.67
2008,4,1,3,75.00
2008,6,0,6,100.00
2008,6,0,6,100.00
2008,1,0,1,100.00
2008,5,1,4,80.00
2008,2,2,0,0.00
2008,5,0,5,100.00
2008,2,1,1,50.00
2008,4,0,4,100.00
2008,4,0,4,100.00
2008,4,0,4,100.00
2008,7,0,7,100.00
2008,4,0,4,100.00
2008,4,1,3,75.00
2008,3,1,2,66.67
2008,4,0,4,100.00
2008,5,0,5,100.00
2008,7,1,6,85.71
2008,3,0,3,100.00
2008,3,1,2,66.67
2008,10,1,9,90.00
2008,6,1,5,83.33
2008,5,0,5,100.00
2008,3,1,2,66.67
2008,5,0,5,100.00
2008,3,0,3,100.00
2008,6,1,5,83.33
2008,4,2,2,50.00
2008,2,0,2,100.00
2008,3,0,3,100.00
2008,3,1,2,66.67
2008,2,0,2,100.00
2008,2,0,2,100.00
2008,5,0,5,100.00
2008,3,1,2,66.67
2008,2,0,2,100.00
2008,3,0,3,100.00
2008,5,1,4,80.00
2008,3,0,3,100.00
2008,3,1,2,66.67
2008,3,0,3,100.00
2008,8,1,7,87.50
2008,4,2,2,50.00
2008,4,0,4,100.00
2008,2,0,2,100.00
2008,2,0,2,100.00
2008,4,0,4,100.00
2008,5,1,4,80.00
2008,4,0,4,100.00
2008,4,1,3,75.00
2008,6,2,4,66.67
2008,4,0,4,100.00
2008,2,1,1,50.00
2008,4,1,3,75.00
2008,2,0,2,100.00
2008,5,0,5,100.00
2008,5,0,5,100.00
2008,3,0,3,100.00
2008,2,1,1,50.00
2008,4,1,3,75.00
2008,1,1,0,0.00
2008,4,0,4,100.00
2008,4,0,4,100.00
2008,4,2,2,50.00
2008,3,0,3,100.00
2008,5,1,4,80.00
2008,1,1,0,0.00
2008,1,0,1,100.00
2008,1,0,1,100.00
2008,3,0,3,100.00
2008,3,3,0,0.00
2008,4,0,4,100.00
2008,3,0,3,100.00
2008,3,0,3,100.00
2008,6,0,6,100.00
2008,3,0,3,100.00
2008,3,1,2,66.67
2008,1,0,1,100.00
2008,1,0,1,100.00
2008,3,1,2,66.67
2008,3,0,3,100.00
2008,2,0,2,100.00
2008,2,0,2,100.00
2008,3,0,3,100.00
2008,1,0,1,100.00
2008,2,1,1,50.00
2008,7,0,7,100.00
2008,2,0,2,100.00
2008,4,1,3,75.00
2008,6,1,5,83.33
2008,1,0,1,100.00
2008,5,1,4,80.00
2008,5,1,4,80.00
2008,1,1,0,0.00
2008,2,0,2,100.00
2008,3,0,3,100.00
2008,5,1,4,80.00
2008,2,0,2,100.00
2008,5,1,4,80.00
2008,1,0,1,100.00
2008,4,1,3,75.00
2008,2,0,2,100.00
2008,5,1,4,80.00
2008,3,1,2,66.67
2008,3,0,3,100.00
2008,5,0,5,100.00
2008,4,0,4,100.00
2008,4,0,4,100.00
2008,4,2,2,50.00
2008,3,1,2,66.67
2008,3,0,3,100.00
2008,5,1,4,80.00
2008,1,0,1,100.00
2008,3,0,3,100.00
2008,2,0,2,100.00
2008,1,1,0,0.00
2008,3,1,2,66.67
2008,1,0,1,100.00
2008,3,0,3,100.00
2008,3,2,1,33.33
2008,3,0,3,100.00
2008,1,0,1,100.00
2008,4,1,3,75.00
2008,1,1,0,0.00
2008,2,0,2,100.00
2008,2,1,1,50.00
2008,5,1,4,80.00
2008,1,0,1,100.00
2008,3,0,3,100.00
2008,3,1,2,66.67
2008,4,1,3,75.00
2008,1,0,1,100.00
2008,2,1,1,50.00
2008,6,2,4,66.67
2008,5,0,5,100.00
2008,4,0,4,100.00
2008,4,0,4,100.00
2008,4,1,3,75.00
2008,1,1,0,0.00
2008,3,0,3,100.00
2008,4,0,4,100.00
2008,3,0,3,100.00
2008,3,1,2,66.67
2008,3,1,2,66.67
2008,2,0,2,100.00
2008,3,0,3,100.00
2008,1,0,1,100.00
2008,4,2,2,50.00
2008,4,0,4,100.00
2008,5,1,4,80.00
2008,3,2,1,33.33
2008,1,0,1,100.00
2008,3,0,3,100.00
2008,3,0,3,100.00
2008,4,0,4,100.00
2008,3,0,3,100.00
2008,4,0,4,100.00
2008,2,0,2,100.00
2008,2,0,2,100.00
2008,3,0,3,100.00
2008,3,0,3,100.00
2008,4,0,4,100.00
2008,4,0,4,100.00
2008,1,0,1,100.00
2008,4,0,4,100.00
2008,5,0,5,100.00
2008,5,1,4,80.00
2008,2,0,2,100.00
2008,4,2,2,50.00
2008,2,1,1,50.00
2008,5,2,3,60.00
2008,2,0,2,100.00
2008,2,1,1,50.00
2008,2,1,1,50.00
2008,2,0,2,100.00
2008,2,1,1,50.00
2008,2,0,2,100.00
2008,4,1,3,75.00
2008,6,0,6,100.00
2008,1,0,1,100.00
2008,3,0,3,100.00
2008,2,0,2,100.00
2008,2,0,2,100.00
2008,5,0,5,100.00
2008,1,0,1,100.00
2008,2,0,2,100.00
2008,7,0,7,100.00
2008,1,0,1,100.00
2008,6,0,6,100.00
2008,3,1,2,66.67
2008,6,1,5,83.33
2008,2,0,2,100.00
2008,4,0,4,100.00
2008,1,0,1,100.00
2008,3,0,3,100.00
2008,3,0,3,100.00
2008,2,0,2,100.00
2008,4,1,3,75.00
2008,5,1,4,80.00
2008,3,1,2,66.67
2008,5,2,3,60.00
2008,1,0,1,100.00
2008,4,1,3,75.00
2008,2,0,2,100.00
2008,4,1,3,75.00
2008,3,1,2,66.67
2008,4,0,4,100.00
2008,3,0,3,100.00
2008,3,0,3,100.00
2008,2,0,2,100.00
2008,2,1,1,50.00
2008,2,0,2,100.00
2008,1,0,1,100.00
2008,4,0,4,100.00
2008,4,0,4,100.00
2008,1,0,1,100.00
2008,3,0,3,100.00
2008,4,1,3,75.00
2008,3,0,3,100.00
2008,2,0,2,100.00
2008,1,1,0,0.00
2008,2,1,1,50.00
2008,3,0,3,100.00
2008,3,0,3,100.00
2008,2,0,2,100.00
2008,2,0,2,100.00
2008,5,0,5,100.00
2008,3,0,3,100.00
2008,4,0,4,100.00
2008,3,0,3,100.00
2008,1,0,1,100.00
2008,5,2,3,60.00
2008,2,1,1,50.00
2008,3,0,3,100.00
2008,1,0,1,100.00
2008,3,0,3,100.00
2008,1,1,0,0.00
2008,2,0,2,100.00
2008,1,0,1,100.00
2008,4,1,3,75.00
2008,2,0,2,100.00
2008,1,0,1,100.00
2008,1,0,1,100.00
2008,4,1,3,75.00
2008,2,1,1,50.00
2008,1,0,1,100.00
2008,4,2,2,50.00
2009,2,0,2,100.00
2009,4,0,4,100.00
2009,9,1,8,88.89
2009,6,1,5,83.33
2009,4,2,2,50.00
2009,6,1,5,83.33
2009,3,0,3,100.00
2009,7,0,7,100.00
2009,6,0,6,100.00
2009,3,0,3,100.00
2009,4,1,3,75.00
2009,5,1,4,80.00
2009,3,0,3,100.00
2009,3,1,2,66.67
2009,4,1,3,75.00
2009,6,1,5,83.33
2009,7,1,6,85.71
2009,2,0,2,100.00
2009,2,0,2,100.00
2009,4,1,3,75.00
2009,3,0,3,100.00
2009,7,1,6,85.71
2009,6,0,6,100.00
2009,6,1,5,83.33
2009,3,0,3,100.00
2009,2,0,2,100.00
2009,2,1,1,50.00
2009,4,2,2,50.00
2009,6,0,6,100.00
2009,6,0,6,100.00
2009,5,1,4,80.00
2009,2,0,2,100.00
2009,2,2,0,0.00
2009,4,0,4,100.00
2009,4,0,4,100.00
2009,6,1,5,83.33
2009,4,0,4,100.00
2009,1,0,1,100.00
2009,1,0,1,100.00
2009,1,0,1,100.00
2009,6,2,4,66.67
2009,2,0,2,100.00
2009,5,1,4,80.00
2009,5,1,4,80.00
2009,9,1,8,88.89
2009,2,0,2,100.00
2009,4,0,4,100.00
2009,3,0,3,100.00
2009,4,1,3,75.00
2009,4,2,2,50.00
2009,2,1,1,50.00
2009,1,0,1,100.00
2009,2,0,2,100.00
2009,6,2,4,66.67
2009,5,0,5,100.00
2009,6,1,5,83.33
2009,2,0,2,100.00
2009,5,2,3,60.00
2009,5,0,5,100.00
2009,4,0,4,100.00
2009,1,1,0,0.00
2009,2,0,2,100.00
2009,3,0,3,100.00
2009,3,0,3,100.00
2009,3,2,1,33.33
2009,2,0,2,100.00
2009,4,0,4,100.00
2009,3,0,3,100.00
2009,4,1,3,75.00
2009,4,0,4,100.00
2009,2,0,2,100.00
2009,5,3,2,40.00
2009,4,0,4,100.00
2009,3,0,3,100.00
2009,2,0,2,100.00
2009,3,1,2,66.67
2009,2,0,2,100.00
2009,5,0,5,100.00
2009,2,0,2,100.00
2009,8,1,7,87.50
2009,1,0,1,100.00
2009,3,1,2,66.67
2009,5,0,5,100.00
2009,3,0,3,100.00
2009,4,0,4,100.00
2009,2,1,1,50.00
2009,4,1,3,75.00
2009,5,0,5,100.00
2009,3,0,3,100.00
2009,5,1,4,80.00
2009,2,0,2,100.00
2009,5,1,4,80.00
2009,2,0,2,100.00
2009,1,1,0,0.00
2009,3,1,2,66.67
2009,5,0,5,100.00
2009,3,2,1,33.33
2009,2,1,1,50.00
2009,4,2,2,50.00
2009,4,0,4,100.00
2009,4,0,4,100.00
2009,2,1,1,50.00
2009,1,0,1,100.00
2009,2,0,2,100.00
2009,4,0,4,100.00
2009,5,0,5,100.00
2009,2,0,2,100.00
2009,7,1,6,85.71
2009,4,1,3,75.00
2009,5,0,5,100.00
2009,6,1,5,83.33
2009,6,1,5,83.33
2009,3,0,3,100.00
2009,7,0,7,100.00
2009,2,0,2,100.00
2009,5,1,4,80.00
2009,3,1,2,66.67
2009,2,0,2,100.00
2009,2,0,2,100.00
2009,3,1,2,66.67
2009,7,1,6,85.71
2009,3,1,2,66.67
2009,3,1,2,66.67
2009,2,0,2,100.00
2009,2,0,2,100.00
2009,2,0,2,100.00
2009,3,0,3,100.00
2009,5,1,4,80.00
2009,3,1,2,66.67
2009,2,0,2,100.00
2009,2,0,2,100.00
2009,3,2,1,33.33
2009,3,0,3,100.00
2009,3,1,2,66.67
2009,5,1,4,80.00
2009,2,1,1,50.00
2009,4,2,2,50.00
2009,4,1,3,75.00
2009,4,0,4,100.00
2009,2,0,2,100.00
2009,1,0,1,100.00
2009,4,0,4,100.00
2009,5,2,3,60.00
2009,4,0,4,100.00
2009,2,0,2,100.00
2009,4,2,2,50.00
2009,6,0,6,100.00
2009,4,0,4,100.00
2009,1,0,1,100.00
2009,5,0,5,100.00
2009,3,1,2,66.67
2009,4,0,4,100.00
2009,2,0,2,100.00
2009,2,1,1,50.00
2009,5,2,3,60.00
2009,6,2,4,66.67
2009,4,0,4,100.00
2009,2,0,2,100.00
2009,2,0,2,100.00
2009,2,0,2,100.00
2009,4,0,4,100.00
2009,5,0,5,100.00
2009,4,0,4,100.00
2009,5,0,5,100.00
2009,3,0,3,100.00
2009,4,2,2,50.00
2009,1,1,0,0.00
2009,3,0,3,100.00
2009,3,0,3,100.00
2009,2,0,2,100.00
2009,1,1,0,0.00
2009,5,1,4,80.00
2009,3,1,2,66.67
2009,6,2,4,66.67
2009,1,0,1,100.00
2009,1,0,1,100.00
2009,4,2,2,50.00
2009,5,0,5,100.00
2009,3,0,3,100.00
2009,5,1,4,80.00
2009,3,0,3,100.00
2009,3,0,3,100.00
2009,5,1,4,80.00
2009,3,0,3,100.00
2009,3,0,3,100.00
2009,4,0,4,100.00
2009,3,0,3,100.00
2009,5,0,5,100.00
2009,2,0,2,100.00
2009,5,0,5,100.00
2009,3,0,3,100.00
2009,2,1,1,50.00
2009,1,0,1,100.00
2009,1,0,1,100.00
2009,4,1,3,75.00
2009,3,0,3,100.00
2009,2,0,2,100.00
2009,2,0,2,100.00
2009,5,2,3,60.00
2009,2,1,1,50.00
2009,2,0,2,100.00
2009,2,0,2,100.00
2009,1,0,1,100.00
2009,3,0,3,100.00
2009,4,0,4,100.00
2009,5,0,5,100.00
2009,6,1,5,83.33
2009,2,0,2,100.00
2009,1,0,1,100.00
2009,3,0,3,100.00
2009,1,0,1,100.00
2009,6,0,6,100.00
2009,1,0,1,100.00
2009,3,0,3,100.00
2009,4,2,2,50.00
2009,1,0,1,100.00
2009,5,2,3,60.00
2009,1,0,1,100.00
2009,4,2,2,50.00
2009,5,0,5,100.00
2009,4,2,2,50.00
2009,4,1,3,75.00
2009,2,0,2,100.00
2009,2,0,2,100.00
2009,2,1,1,50.00
2009,2,0,2,100.00
2009,5,1,4,80.00
2009,1,0,1,100.00
2009,3,0,3,100.00
2009,4,0,4,100.00
2009,7,0,7,100.00
2009,6,2,4,66.67
2009,3,0,3,100.00
2009,3,1,2,66.67
2009,3,0,3,100.00
2009,6,0,6,100.00
2009,2,1,1,50.00
2009,3,1,2,66.67
2009,4,1,3,75.00
2009,3,1,2,66.67
2009,2,0,2,100.00
2009,1,0,1,100.00
2009,2,0,2,100.00
2009,5,0,5,100.00
2009,2,0,2,100.00
2009,1,0,1,100.00
2009,4,0,4,100.00
2009,1,0,1,100.00
2009,7,0,7,100.00
2009,4,0,4,100.00
2009,3,1,2,66.67
2009,2,1,1,50.00
2009,4,0,4,100.00
2009,4,0,4,100.00
2009,3,0,3,100.00
2009,2,0,2,100.00
2009,3,1,2,66.67
2009,3,0,3,100.00
2009,5,0,5,100.00
2009,2,0,2,100.00
2009,2,1,1,50.00
2009,4,0,4,100.00
2009,2,0,2,100.00
2009,1,0,1,100.00
2009,1,0,1,100.00
2009,3,0,3,100.00
2009,5,1,4,80.00
2009,4,0,4,100.00
2009,3,0,3,100.00
2009,1,0,1,100.00
2009,3,0,3,100.00
2009,3,0,3,100.00
2009,7,1,6,85.71
2009,3,1,2,66.67
2009,3,1,2,66.67
2009,3,0,3,100.00
2009,1,0,1,100.00
2009,4,1,3,75.00
2009,2,0,2,100.00
2009,3,0,3,100.00
2009,2,1,1,50.00
2009,4,1,3,75.00
2009,1,1,0,0.00
2009,2,0,2,100.00
2009,6,0,6,100.00
2009,1,0,1,100.00
2009,4,0,4,100.00
2009,4,0,4,100.00
2009,2,0,2,100.00
2009,5,0,5,100.00
2009,3,0,3,100.00
2009,1,0,1,100.00
2009,2,0,2,100.00
2009,4,1,3,75.00
2009,4,1,3,75.00
2009,3,1,2,66.67
2009,2,1,1,50.00
2009,2,0,2,100.00
2009,2,0,2,100.00
2009,4,0,4,100.00
2009,1,0,1,100.00
2009,1,0,1,100.00
2009,4,2,2,50.00
2009,1,0,1,100.00
2009,3,0,3,100.00
2009,4,1,3,75.00
2009,3,0,3,100.00
2009,2,2,0,0.00
2009,2,1,1,50.00
2009,2,0,2,100.00
2009,1,0,1,100.00
2009,3,0,3,100.00
2009,4,1,3,75.00
2009,2,0,2,100.00
2009,1,1,0,0.00
2009,1,1,0,0.00
2009,3,1,2,66.67
2009,1,0,1,100.00
2009,2,1,1,50.00
2009,1,0,1,100.00
2009,1,0,1,100.00
2009,2,0,2,100.00
2009,2,2,0,0.00
2009,1,0,1,100.00
2009,1,0,1,100.00
2009,3,1,2,66.67
2009,2,0,2,100.00
2009,2,0,2,100.00
2009,1,0,1,100.00
2009,1,0,1,100.00
2009,1,1,0,0.00
2009,1,0,1,100.00
2009,3,1,2,66.67
2009,1,0,1,100.00
2009,1,0,1,100.00
2009,1,0,1,100.00
2009,1,0,1,100.00
2009,2,1,1,50.00
2009,1,0,1,100.00
2009,1,0,1,100.00
2009,1,0,1,100.00
2009,1,0,1,100.00
2009,1,0,1,100.00
2009,1,0,1,100.00
2010,1,0,1,100.00
2010,4,1,3,75.00
2010,3,0,3,100.00
2010,2,1,1,50.00
2010,2,0,2,100.00
2010,4,0,4,100.00
2010,2,0,2,100.00
2010,2,0,2,100.00
2010,1,0,1,100.00
2010,3,0,3,100.00
2010,3,0,3,100.00
2010,1,0,1,100.00
2010,2,0,2,100.00
2010,3,0,3,100.00
2010,2,0,2,100.00
2010,2,0,2,100.00
2010,2,0,2,100.00
2010,4,0,4,100.00
2010,1,0,1,100.00
2010,3,0,3,100.00
2010,3,0,3,100.00
2010,3,0,3,100.00
2010,4,0,4,100.00
2010,2,0,2,100.00
2010,1,0,1,100.00
2010,1,0,1,100.00
2010,1,1,0,0.00
2010,2,0,2,100.00
2010,3,0,3,100.00
2010,1,1,0,0.00
2010,1,0,1,100.00
2010,1,0,1,100.00
2010,2,0,2,100.00
2010,1,0,1,100.00
2010,2,0,2,100.00
2010,1,0,1,100.00
2010,2,0,2,100.00
2010,2,0,2,100.00
2010,1,0,1,100.00
2010,4,2,2,50.00
2010,1,0,1,100.00
2010,3,0,3,100.00
2010,1,0,1,100.00
2010,1,0,1,100.00
2010,1,0,1,100.00
2010,1,0,1,100.00
